OID_,IN_FID,Cnt_IN_FID,Ave_COUNT
,338,8,8.625000000000000
,339,8,5.125000000000000
,340,8,2.875000000000000
,341,8,1.000000000000000
,342,8,0.000000000000000
,343,8,0.000000000000000
,344,8,1.750000000000000
,345,8,4.125000000000000
,346,8,3.250000000000000
,347,8,3.375000000000000
,348,8,1.500000000000000
,349,8,2.125000000000000
,350,8,3.500000000000000
,351,8,3.000000000000000
,352,8,1.500000000000000
,353,8,1.125000000000000
,354,8,0.625000000000000
,355,8,0.875000000000000
,356,8,0.500000000000000
,357,8,0.000000000000000
,358,8,0.250000000000000
,359,8,0.625000000000000
,360,8,1.000000000000000
,361,8,2.250000000000000
,362,8,2.125000000000000
,363,8,4.000000000000000
,364,8,3.625000000000000
,365,8,7.250000000000000
,366,8,6.750000000000000
,367,8,7.125000000000000
,368,8,12.250000000000000
,369,8,15.125000000000000
,370,8,16.375000000000000
,371,8,13.500000000000000
,372,8,8.750000000000000
,373,8,5.250000000000000
,374,8,2.875000000000000
,375,8,0.625000000000000
,376,8,0.875000000000000
,377,8,1.125000000000000
,378,8,4.250000000000000
,379,8,7.625000000000000
,380,8,6.625000000000000
,381,8,4.500000000000000
,382,8,1.375000000000000
,383,8,4.250000000000000
,384,8,4.000000000000000
,385,8,4.125000000000000
,386,8,1.625000000000000
,387,8,0.375000000000000
,388,8,0.000000000000000
,389,8,0.625000000000000
,390,8,0.375000000000000
,391,8,0.875000000000000
,392,8,1.125000000000000
,393,8,1.625000000000000
,394,8,1.625000000000000
,395,8,3.250000000000000
,396,8,4.875000000000000
,397,8,7.625000000000000
,398,8,7.500000000000000
,399,8,6.750000000000000
,400,8,9.500000000000000
,401,8,11.625000000000000
,402,8,13.250000000000000
,403,8,10.875000000000000
,404,8,6.500000000000000
,405,8,5.375000000000000
,406,8,3.500000000000000
,407,8,1.250000000000000
,408,8,0.625000000000000
,409,8,1.375000000000000
,410,8,4.500000000000000
,411,8,5.625000000000000
,412,8,5.625000000000000
,413,8,3.500000000000000
,414,8,0.625000000000000
,415,8,3.750000000000000
,416,8,3.125000000000000
,417,8,4.625000000000000
,418,8,3.125000000000000
,419,8,0.250000000000000
,420,8,0.250000000000000
,421,8,0.250000000000000
,422,8,0.625000000000000
,423,8,1.250000000000000
,424,8,1.500000000000000
,425,8,2.625000000000000
,426,8,3.125000000000000
,427,8,3.750000000000000
,428,8,4.625000000000000
,429,8,7.125000000000000
,430,8,7.750000000000000
,431,8,8.250000000000000
,432,8,7.750000000000000
,433,8,8.750000000000000
,434,8,7.625000000000000
,435,8,6.750000000000000
,436,8,4.500000000000000
,437,8,3.500000000000000
,438,8,2.500000000000000
,439,8,1.625000000000000
,440,8,1.875000000000000
,441,8,3.500000000000000
,442,8,6.375000000000000
,443,8,7.375000000000000
,444,8,6.250000000000000
,445,8,3.125000000000000
,446,8,0.750000000000000
,447,8,5.125000000000000
,448,8,5.125000000000000
,449,8,5.250000000000000
,450,8,3.500000000000000
,451,8,1.000000000000000
,452,8,1.750000000000000
,453,8,3.500000000000000
,454,8,3.625000000000000
,455,8,5.250000000000000
,456,8,6.500000000000000
,457,8,6.500000000000000
,458,8,8.375000000000000
,459,8,10.500000000000000
,460,8,11.250000000000000
,461,8,10.000000000000000
,462,8,6.000000000000000
,463,8,5.250000000000000
,464,8,4.875000000000000
,465,8,3.625000000000000
,466,8,4.250000000000000
,467,8,5.000000000000000
,468,8,5.750000000000000
,469,8,5.875000000000000
,470,8,4.625000000000000
,471,8,4.000000000000000
,472,8,2.625000000000000
,473,8,1.750000000000000
,474,8,4.875000000000000
,475,8,2.375000000000000
,476,8,4.250000000000000
,477,8,4.125000000000000
,478,8,1.500000000000000
,479,8,1.625000000000000
,480,8,5.125000000000000
,481,8,6.125000000000000
,482,8,8.750000000000000
,483,8,7.250000000000000
,484,8,6.625000000000000
,485,8,7.750000000000000
,486,8,9.625000000000000
,487,8,6.625000000000000
,488,8,10.250000000000000
,489,8,6.375000000000000
,490,8,8.375000000000000
,491,8,9.125000000000000
,492,8,8.000000000000000
,493,8,7.375000000000000
,494,8,6.125000000000000
,495,8,7.125000000000000
,496,8,7.250000000000000
,497,8,6.250000000000000
,498,8,7.375000000000000
,499,8,6.375000000000000
,500,8,4.500000000000000
,501,8,4.500000000000000
,502,8,3.375000000000000
,503,8,3.625000000000000
,504,8,3.625000000000000
,505,8,1.125000000000000
,506,8,0.875000000000000
,507,8,4.375000000000000
,508,8,5.500000000000000
,509,8,8.125000000000000
,510,8,5.625000000000000
,511,8,6.250000000000000
,512,8,6.250000000000000
,513,8,9.750000000000000
,514,8,10.125000000000000
,515,8,9.375000000000000
,516,8,7.625000000000000
,517,8,10.375000000000000
,518,8,8.750000000000000
,519,8,8.625000000000000
,520,8,9.250000000000000
,521,8,8.250000000000000
,522,8,8.500000000000000
,523,8,4.875000000000000
,524,8,5.250000000000000
,525,8,7.250000000000000
,526,8,8.125000000000000
,527,8,8.500000000000000
,528,8,5.250000000000000
,529,8,1.875000000000000
,530,8,0.500000000000000
,531,8,1.000000000000000
,532,8,0.625000000000000
,533,8,1.625000000000000
,534,8,1.625000000000000
,535,8,1.500000000000000
,536,8,1.250000000000000
,537,8,2.500000000000000
,538,8,1.500000000000000
,539,8,0.125000000000000
,540,8,2.750000000000000
,541,8,7.625000000000000
,542,8,12.125000000000000
,543,8,15.875000000000000
,544,8,13.250000000000000
,545,8,10.875000000000000
,546,8,6.750000000000000
,547,8,8.875000000000000
,548,8,9.250000000000000
,549,8,9.750000000000000
,550,8,8.000000000000000
,551,8,11.125000000000000
,552,8,11.875000000000000
,553,8,11.500000000000000
,554,8,8.875000000000000
,555,8,8.000000000000000
,556,8,10.250000000000000
,557,8,7.625000000000000
,558,8,9.375000000000000
,559,8,11.875000000000000
,560,8,18.125000000000000
,561,8,14.375000000000000
,562,8,8.375000000000000
,563,8,1.500000000000000
,564,8,0.500000000000000
,565,8,0.000000000000000
,566,8,0.500000000000000
,567,8,0.500000000000000
,568,8,1.500000000000000
,569,8,1.500000000000000
,570,8,2.125000000000000
,571,8,2.250000000000000
,572,8,1.125000000000000
,573,8,2.625000000000000
,574,8,2.375000000000000
,575,8,1.500000000000000
,576,8,0.625000000000000
,577,8,4.500000000000000
,578,8,8.125000000000000
,579,8,13.000000000000000
,580,8,14.750000000000000
,581,8,11.875000000000000
,582,8,10.500000000000000
,583,8,6.500000000000000
,584,8,9.625000000000000
,585,8,5.500000000000000
,586,8,9.875000000000000
,587,8,7.375000000000000
,588,8,14.375000000000000
,589,8,9.750000000000000
,590,8,11.750000000000000
,591,8,6.000000000000000
,592,8,7.375000000000000
,593,8,7.000000000000000
,594,8,5.000000000000000
,595,8,8.625000000000000
,596,8,10.375000000000000
,597,8,15.750000000000000
,598,8,11.875000000000000
,599,8,10.000000000000000
,600,8,2.125000000000000
,601,8,0.000000000000000
,602,8,1.875000000000000
,603,8,2.125000000000000
,604,8,2.625000000000000
,605,8,2.875000000000000
,606,8,2.500000000000000
,607,8,3.625000000000000
,608,8,2.375000000000000
,609,8,3.500000000000000
,610,8,2.125000000000000
,611,8,2.875000000000000
,612,8,2.000000000000000
,613,8,7.375000000000000
,614,8,13.750000000000000
,615,8,20.750000000000000
,616,8,23.625000000000000
,617,8,18.250000000000000
,618,8,16.000000000000000
,619,8,9.750000000000000
,620,8,10.375000000000000
,621,8,10.500000000000000
,622,8,12.875000000000000
,623,8,11.500000000000000
,624,8,22.250000000000000
,625,8,16.125000000000000
,626,8,18.750000000000000
,627,8,7.750000000000000
,628,8,9.000000000000000
,629,8,10.500000000000000
,630,8,9.000000000000000
,631,8,10.750000000000000
,632,8,15.375000000000000
,633,8,20.125000000000000
,634,8,16.875000000000000
,635,8,8.750000000000000
,636,8,1.625000000000000
,637,8,0.000000000000000
,638,8,0.000000000000000
,639,8,1.625000000000000
,640,8,1.625000000000000
,641,8,2.750000000000000
,642,8,4.125000000000000
,643,8,5.000000000000000
,644,8,5.375000000000000
,645,8,4.375000000000000
,646,8,4.375000000000000
,647,8,2.500000000000000
,648,8,3.750000000000000
,649,8,4.250000000000000
,650,8,12.000000000000000
,651,8,21.125000000000000
,652,8,24.875000000000000
,653,8,27.500000000000000
,654,8,22.000000000000000
,655,8,18.750000000000000
,656,8,15.125000000000000
,657,8,13.125000000000000
,658,8,13.625000000000000
,659,8,14.875000000000000
,660,8,21.375000000000000
,661,8,37.750000000000000
,662,8,29.625000000000000
,663,8,26.500000000000000
,664,8,12.000000000000000
,665,8,9.375000000000000
,666,8,11.000000000000000
,667,8,10.000000000000000
,668,8,15.625000000000000
,669,8,20.500000000000000
,670,8,18.000000000000000
,671,8,14.125000000000000
,672,8,5.125000000000000
,673,8,1.250000000000000
,674,8,0.000000000000000
,675,8,3.125000000000000
,676,8,3.750000000000000
,677,8,2.750000000000000
,678,8,2.000000000000000
,679,8,5.375000000000000
,680,8,4.625000000000000
,681,8,4.500000000000000
,682,8,2.875000000000000
,683,8,2.000000000000000
,684,8,3.750000000000000
,685,8,5.125000000000000
,686,8,12.250000000000000
,687,8,22.125000000000000
,688,8,27.250000000000000
,689,8,33.000000000000000
,690,8,30.625000000000000
,691,8,23.875000000000000
,692,8,21.750000000000000
,693,8,13.875000000000000
,694,8,12.250000000000000
,695,8,16.125000000000000
,696,8,19.250000000000000
,697,8,31.875000000000000
,698,8,22.875000000000000
,699,8,24.750000000000000
,700,8,15.375000000000000
,701,8,12.875000000000000
,702,8,15.875000000000000
,703,8,16.625000000000000
,704,8,22.000000000000000
,705,8,31.375000000000000
,706,8,24.375000000000000
,707,8,15.125000000000000
,708,8,5.750000000000000
,709,8,1.250000000000000
,710,8,1.250000000000000
,711,8,2.000000000000000
,712,8,2.250000000000000
,713,8,2.000000000000000
,714,8,2.750000000000000
,715,8,5.000000000000000
,716,8,4.125000000000000
,717,8,5.500000000000000
,718,8,3.750000000000000
,719,8,3.250000000000000
,720,8,4.000000000000000
,721,8,6.750000000000000
,722,8,10.625000000000000
,723,8,19.875000000000000
,724,8,24.375000000000000
,725,8,27.750000000000000
,726,8,28.375000000000000
,727,8,23.125000000000000
,728,8,28.500000000000000
,729,8,20.500000000000000
,730,8,22.875000000000000
,731,8,20.875000000000000
,732,8,22.250000000000000
,733,8,31.500000000000000
,734,8,24.500000000000000
,735,8,21.875000000000000
,736,8,18.375000000000000
,737,8,20.250000000000000
,738,8,17.750000000000000
,739,8,20.000000000000000
,740,8,28.625000000000000
,741,8,33.625000000000000
,742,8,25.625000000000000
,743,8,12.750000000000000
,744,8,4.875000000000000
,745,8,2.250000000000000
,746,8,1.750000000000000
,747,8,1.375000000000000
,748,8,1.875000000000000
,749,8,3.375000000000000
,750,8,4.875000000000000
,751,8,4.500000000000000
,752,8,5.000000000000000
,753,8,7.750000000000000
,754,8,7.125000000000000
,755,8,11.000000000000000
,756,8,10.000000000000000
,757,8,18.750000000000000
,758,8,21.000000000000000
,759,8,26.875000000000000
,760,8,29.000000000000000
,761,8,22.750000000000000
,762,8,26.375000000000000
,763,8,18.375000000000000
,764,8,21.250000000000000
,765,8,18.375000000000000
,766,8,16.500000000000000
,767,8,16.500000000000000
,768,8,12.875000000000000
,769,8,14.625000000000000
,770,8,18.500000000000000
,771,8,22.875000000000000
,772,8,22.000000000000000
,773,8,23.875000000000000
,774,8,27.250000000000000
,775,8,27.750000000000000
,776,8,24.000000000000000
,777,8,13.250000000000000
,778,8,8.750000000000000
,779,8,1.750000000000000
,780,8,0.375000000000000
,781,8,1.750000000000000
,782,8,1.000000000000000
,783,8,1.875000000000000
,784,8,3.000000000000000
,785,8,2.250000000000000
,786,8,7.125000000000000
,787,8,12.125000000000000
,788,8,10.375000000000000
,789,8,14.375000000000000
,790,8,9.125000000000000
,791,8,16.375000000000000
,792,8,17.750000000000000
,793,8,20.875000000000000
,794,8,19.750000000000000
,795,8,19.500000000000000
,796,8,22.000000000000000
,797,8,22.750000000000000
,798,8,24.125000000000000
,799,8,24.500000000000000
,800,8,20.250000000000000
,801,8,15.500000000000000
,802,8,10.375000000000000
,803,8,11.500000000000000
,804,8,22.000000000000000
,805,8,27.625000000000000
,806,8,24.625000000000000
,807,8,24.625000000000000
,808,8,21.375000000000000
,809,8,21.250000000000000
,810,8,29.875000000000000
,811,8,1.125000000000000
,812,8,1.750000000000000
,813,8,3.375000000000000
,814,8,3.250000000000000
,815,8,3.500000000000000
,816,8,5.375000000000000
,817,8,6.250000000000000
,818,8,11.875000000000000
,819,8,15.625000000000000
,820,8,16.875000000000000
,821,8,20.125000000000000
,822,8,18.375000000000000
,823,8,23.750000000000000
,824,8,24.125000000000000
,825,8,26.250000000000000
,826,8,23.500000000000000
,827,8,20.875000000000000
,828,8,17.125000000000000
,829,8,18.000000000000000
,830,8,19.500000000000000
,831,8,21.875000000000000
,832,8,22.625000000000000
,833,8,19.750000000000000
,834,8,16.500000000000000
,835,8,16.125000000000000
,836,8,21.750000000000000
,837,8,25.375000000000000
,838,8,27.625000000000000
,839,8,17.625000000000000
,840,8,17.250000000000000
,841,8,25.000000000000000
,842,8,1.000000000000000
,843,8,0.875000000000000
,844,8,1.125000000000000
,845,8,1.375000000000000
,846,8,1.750000000000000
,847,8,2.000000000000000
,848,8,2.125000000000000
,849,8,1.750000000000000
,850,8,1.500000000000000
,851,8,1.750000000000000
,852,8,2.000000000000000
,853,8,3.875000000000000
,854,8,4.125000000000000
,855,8,4.625000000000000
,856,8,4.625000000000000
,857,8,7.625000000000000
,858,8,7.875000000000000
,859,8,14.000000000000000
,860,8,18.125000000000000
,861,8,20.125000000000000
,862,8,18.750000000000000
,863,8,17.375000000000000
,864,8,22.500000000000000
,865,8,24.000000000000000
,866,8,25.500000000000000
,867,8,22.250000000000000
,868,8,22.125000000000000
,869,8,17.875000000000000
,870,8,14.125000000000000
,871,8,15.250000000000000
,872,8,23.750000000000000
,873,8,26.625000000000000
,874,8,22.625000000000000
,875,8,14.375000000000000
,876,8,13.500000000000000
,877,8,17.125000000000000
,878,8,16.125000000000000
,879,8,20.375000000000000
,880,8,11.250000000000000
,881,8,12.875000000000000
,882,8,0.750000000000000
,883,8,0.875000000000000
,884,8,1.500000000000000
,885,8,1.750000000000000
,886,8,2.500000000000000
,887,8,1.750000000000000
,888,8,1.750000000000000
,889,8,0.750000000000000
,890,8,0.750000000000000
,891,8,1.375000000000000
,892,8,2.375000000000000
,893,8,5.250000000000000
,894,8,5.000000000000000
,895,8,6.250000000000000
,896,8,5.500000000000000
,897,8,9.500000000000000
,898,8,11.000000000000000
,899,8,16.750000000000000
,900,8,19.875000000000000
,901,8,18.375000000000000
,902,8,21.250000000000000
,903,8,18.875000000000000
,904,8,23.625000000000000
,905,8,21.625000000000000
,906,8,23.375000000000000
,907,8,22.375000000000000
,908,8,20.750000000000000
,909,8,19.250000000000000
,910,8,11.750000000000000
,911,8,13.750000000000000
,912,8,24.000000000000000
,913,8,25.750000000000000
,914,8,32.500000000000000
,915,8,21.625000000000000
,916,8,16.750000000000000
,917,8,16.875000000000000
,918,8,12.125000000000000
,919,8,9.875000000000000
,920,8,7.250000000000000
,921,8,10.750000000000000
,922,8,0.625000000000000
,923,8,1.125000000000000
,924,8,1.125000000000000
,925,8,2.125000000000000
,926,8,2.000000000000000
,927,8,2.500000000000000
,928,8,1.750000000000000
,929,8,1.250000000000000
,930,8,0.750000000000000
,931,8,2.250000000000000
,932,8,3.125000000000000
,933,8,5.500000000000000
,934,8,5.250000000000000
,935,8,6.500000000000000
,936,8,6.000000000000000
,937,8,10.625000000000000
,938,8,10.000000000000000
,939,8,14.125000000000000
,940,8,18.500000000000000
,941,8,14.000000000000000
,942,8,18.250000000000000
,943,8,11.125000000000000
,944,8,18.875000000000000
,945,8,19.625000000000000
,946,8,22.125000000000000
,947,8,23.250000000000000
,948,8,19.625000000000000
,949,8,18.125000000000000
,950,8,10.625000000000000
,951,8,12.625000000000000
,952,8,20.375000000000000
,953,8,23.375000000000000
,954,8,23.750000000000000
,955,8,15.500000000000000
,956,8,9.375000000000000
,957,8,7.375000000000000
,958,8,3.500000000000000
,959,8,6.625000000000000
,960,8,5.625000000000000
,961,8,1.375000000000000
,962,8,1.500000000000000
,963,8,2.375000000000000
,964,8,3.250000000000000
,965,8,2.750000000000000
,966,8,2.125000000000000
,967,8,1.250000000000000
,968,8,1.500000000000000
,969,8,0.750000000000000
,970,8,2.250000000000000
,971,8,2.375000000000000
,972,8,4.500000000000000
,973,8,3.750000000000000
,974,8,4.250000000000000
,975,8,4.500000000000000
,976,8,9.000000000000000
,977,8,9.250000000000000
,978,8,11.000000000000000
,979,8,13.625000000000000
,980,8,10.000000000000000
,981,8,13.250000000000000
,982,8,11.500000000000000
,983,8,17.625000000000000
,984,8,19.750000000000000
,985,8,19.625000000000000
,986,8,18.625000000000000
,987,8,15.125000000000000
,988,8,14.250000000000000
,989,8,9.875000000000000
,990,8,16.625000000000000
,991,8,18.250000000000000
,992,8,23.500000000000000
,993,8,15.500000000000000
,994,8,12.375000000000000
,995,8,7.250000000000000
,996,8,6.000000000000000
,997,8,3.875000000000000
,998,8,2.625000000000000
,999,8,0.750000000000000
,1000,8,1.000000000000000
,1001,8,1.875000000000000
,1002,8,1.625000000000000
,1003,8,1.625000000000000
,1004,8,2.250000000000000
,1005,8,2.250000000000000
,1006,8,2.375000000000000
,1007,8,1.500000000000000
,1008,8,2.625000000000000
,1009,8,3.125000000000000
,1010,8,3.750000000000000
,1011,8,4.125000000000000
,1012,8,4.000000000000000
,1013,8,5.000000000000000
,1014,8,7.250000000000000
,1015,8,6.750000000000000
,1016,8,9.125000000000000
,1017,8,8.250000000000000
,1018,8,7.875000000000000
,1019,8,10.375000000000000
,1020,8,10.875000000000000
,1021,8,15.125000000000000
,1022,8,17.375000000000000
,1023,8,17.500000000000000
,1024,8,17.750000000000000
,1025,8,12.250000000000000
,1026,8,14.375000000000000
,1027,8,13.000000000000000
,1028,8,22.375000000000000
,1029,8,13.875000000000000
,1030,8,14.500000000000000
,1031,8,4.000000000000000
,1032,8,3.250000000000000
,1033,8,2.000000000000000
,1034,8,3.375000000000000
,1035,8,3.500000000000000
,1036,8,3.625000000000000
,1037,8,1.000000000000000
,1038,8,1.250000000000000
,1039,8,1.750000000000000
,1040,8,2.125000000000000
,1041,8,1.875000000000000
,1042,8,2.000000000000000
,1043,8,1.625000000000000
,1044,8,2.625000000000000
,1045,8,2.500000000000000
,1046,8,2.750000000000000
,1047,8,3.875000000000000
,1048,8,2.250000000000000
,1049,8,4.125000000000000
,1050,8,2.250000000000000
,1051,8,5.000000000000000
,1052,8,8.250000000000000
,1053,8,6.250000000000000
,1054,8,8.250000000000000
,1055,8,7.750000000000000
,1056,8,7.875000000000000
,1057,8,11.250000000000000
,1058,8,12.625000000000000
,1059,8,19.250000000000000
,1060,8,17.125000000000000
,1061,8,16.625000000000000
,1062,8,15.125000000000000
,1063,8,9.500000000000000
